author_x,birth,death,race_eth,education,institution,year,week,rank,title_id,title,author_y,problem,author_alt,author_1,author_2,_merge
,,,,,,1938.0,1938-07-25,5.0,4928.0,THE DARK RIVER,Charles Nordloff and James Norman Hall,True,Charles Nordhoff and James Norman Hall,Charles Nordhoff,James Norman Hall,right_only
,,,,,,1938.0,1938-09-05,4.0,4928.0,THE DARK RIVER,Charles Nordloff and James Norman Hall,True,Charles Nordhoff and James Norman Hall,Charles Nordhoff,James Norman Hall,right_only
,,,,,,1938.0,1938-09-12,6.0,4928.0,THE DARK RIVER,Charles Nordloff and James Norman Hall,True,Charles Nordhoff and James Norman Hall,Charles Nordhoff,James Norman Hall,right_only
,,,,,,1941.0,1941-11-24,6.0,817.0,BOTANY BAY,Charles Nordhoff and James Norman Hall,True,Charles Nordhoff and James Norman Hall,Charles Nordhoff,James Norman Hall,right_only
,,,,,,1941.0,1941-12-08,6.0,817.0,BOTANY BAY,Charles Nordhoff and James Norman Hall,True,Charles Nordhoff and James Norman Hall,Charles Nordhoff,James Norman Hall,right_only
,,,,,,1941.0,1941-12-15,6.0,817.0,BOTANY BAY,Charles Nordhoff and James Norman Hall,True,Charles Nordhoff and James Norman Hall,Charles Nordhoff,James Norman Hall,right_only
,,,,,,1941.0,1941-12-22,6.0,817.0,BOTANY BAY,Charles Nordhoff and James Norman Hall,True,Charles Nordhoff and James Norman Hall,Charles Nordhoff,James Norman Hall,right_only
,,,,,,1941.0,1941-12-29,5.0,817.0,BOTANY BAY,Charles Nordhoff and James Norman Hall,True,Charles Nordhoff and James Norman Hall,Charles Nordhoff,James Norman Hall,right_only
,,,,,,1942.0,1942-01-05,6.0,817.0,BOTANY BAY,Charles Nordhoff and James Norman Hall,True,Charles Nordhoff and James Norman Hall,Charles Nordhoff,James Norman Hall,right_only
,,,,,,1942.0,1942-01-12,6.0,817.0,BOTANY BAY,Charles Nordhoff and James Norman Hall,True,Charles Nordhoff and James Norman Hall,Charles Nordhoff,James Norman Hall,right_only
,,,,,,1950.0,1950-06-25,14.0,2200.0,HIGH VALLEY,Charmian Clift and George Johnston,True,Charmian Clift and George Johnston,Charmian Clift,George Johnston,right_only
,,,,,,1950.0,1950-07-02,16.0,2200.0,HIGH VALLEY,Charmian Clift and George Johnston,True,Charmian Clift and George Johnston,Charmian Clift,George Johnston,right_only
,,,,,,1950.0,1950-07-09,16.0,2200.0,HIGH VALLEY,Charmian Clift and George Johnston,True,Charmian Clift and George Johnston,Charmian Clift,George Johnston,right_only
,,,,,,1950.0,1950-07-16,16.0,2200.0,HIGH VALLEY,Charmian Clift and George Johnston,True,Charmian Clift and George Johnston,Charmian Clift,George Johnston,right_only
,,,,,,1950.0,1950-07-23,16.0,2200.0,HIGH VALLEY,Charmian Clift and George Johnston,True,Charmian Clift and George Johnston,Charmian Clift,George Johnston,right_only
,,,,,,1950.0,1950-07-30,16.0,2200.0,HIGH VALLEY,Charmian Clift and George Johnston,True,Charmian Clift and George Johnston,Charmian Clift,George Johnston,right_only
,,,,,,1950.0,1950-08-06,15.0,2200.0,HIGH VALLEY,Charmian Clift and George Johnston,True,Charmian Clift and George Johnston,Charmian Clift,George Johnston,right_only
,,,,,,1950.0,1950-08-13,16.0,2200.0,HIGH VALLEY,Charmian Clift and George Johnston,True,Charmian Clift and George Johnston,Charmian Clift,George Johnston,right_only
,,,,,,1950.0,1950-08-20,14.0,2200.0,HIGH VALLEY,Charmian Clift and George Johnston,True,Charmian Clift and George Johnston,Charmian Clift,George Johnston,right_only
,,,,,,1950.0,1950-09-03,12.0,2200.0,HIGH VALLEY,Charmian Clift and George Johnston,True,Charmian Clift and George Johnston,Charmian Clift,George Johnston,right_only
,,,,,,1998.0,1998-12-20,14.0,5881.0,THE NIGHT BEFORE CHRISTMAS,Clement Moore. Illustrated by Jan Brett,True,Clement Moore,Clement Moore,,right_only
,,,,,,1998.0,1998-12-27,15.0,5881.0,THE NIGHT BEFORE CHRISTMAS,Clement Moore. Illustrated by Jan Brett,True,Clement Moore,Clement Moore,,right_only
,,,,,,1936.0,1936-10-12,6.0,1185.0,CRIMEFILE NO. 1,Dennis Wheatley and J. H. Links,True,Dennis Wheatley and J. H. Links,Dennis Wheatley,J. H. Links,right_only
,,,,,,1936.0,1936-10-19,6.0,1185.0,CRIMEFILE NO. 1,Dennis Wheatley and J. H. Links,True,Dennis Wheatley and J. H. Links,Dennis Wheatley,J. H. Links,right_only
,,,,,,1936.0,1936-10-26,7.0,1185.0,CRIMEFILE NO. 1,Dennis Wheatley and J. H. Links,True,Dennis Wheatley and J. H. Links,Dennis Wheatley,J. H. Links,right_only
,,,,,,1936.0,1936-11-09,5.0,1801.0,FILE ON BOLITHO BLANE,Dennis Wheatley and J. H. Links,True,Dennis Wheatley and J. H. Links,Dennis Wheatley,J. H. Links,right_only
,,,,,,1936.0,1936-11-23,5.0,1185.0,CRIMEFILE NO. 1,Dennis Wheatley and J. H. Links,True,Dennis Wheatley and J. H. Links,Dennis Wheatley,J. H. Links,right_only
,,,,,,1936.0,1936-11-30,6.0,1185.0,CRIMEFILE NO. 1,Dennis Wheatley and J. H. Links,True,Dennis Wheatley and J. H. Links,Dennis Wheatley,J. H. Links,right_only
,,,,,,1993.0,1993-02-21,15.0,1469.0,DISNEY'S ALADDIN,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1993.0,1993-03-07,13.0,1469.0,DISNEY'S ALADDIN,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1993.0,1993-03-21,15.0,1469.0,DISNEY'S ALADDIN,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1993.0,1993-03-28,13.0,1469.0,DISNEY'S ALADDIN,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1993.0,1993-04-11,15.0,1469.0,DISNEY'S ALADDIN,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1993.0,1993-04-18,14.0,1469.0,DISNEY'S ALADDIN,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1993.0,1993-04-25,14.0,1469.0,DISNEY'S ALADDIN,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1994.0,1994-08-07,8.0,1472.0,DISNEY'S THE LION KING,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1994.0,1994-08-14,9.0,1472.0,DISNEY'S THE LION KING,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1994.0,1994-08-21,8.0,1472.0,DISNEY'S THE LION KING,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1994.0,1994-08-28,7.0,1472.0,DISNEY'S THE LION KING,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1994.0,1994-09-04,8.0,1472.0,DISNEY'S THE LION KING,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1994.0,1994-09-11,9.0,1472.0,DISNEY'S THE LION KING,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1994.0,1994-09-18,10.0,1472.0,DISNEY'S THE LION KING,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1994.0,1994-09-25,10.0,1472.0,DISNEY'S THE LION KING,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1994.0,1994-10-02,10.0,1472.0,DISNEY'S THE LION KING,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1994.0,1994-10-09,14.0,1472.0,DISNEY'S THE LION KING,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1994.0,1994-10-16,14.0,1472.0,DISNEY'S THE LION KING,adapted by Don Ferguson,True,adapted by Don Ferguson,Don Ferguson,,right_only
,,,,,,1957.0,1957-08-04,12.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-08-11,10.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-08-18,7.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-08-25,6.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-09-01,7.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-09-08,8.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-09-15,9.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-09-22,8.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-09-29,8.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-10-06,8.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-10-13,10.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-10-20,13.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,1957.0,1957-10-27,16.0,6012.0,THE PINK HOTEL,Dorothy Erskine and Patrick Dennis,True,Dorothy Erskine and Patrick Dennis,Dorothy Erskine,Patrick Dennis,right_only
,,,,,,2002.0,2002-03-24,9.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-03-31,6.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-04-07,4.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-04-14,4.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-04-21,3.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-04-28,1.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-05-05,2.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-05-12,3.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-05-19,4.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-05-26,4.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-06-02,5.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-06-09,3.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-06-16,4.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-06-23,4.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-06-30,6.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-07-07,6.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-07-14,7.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-07-21,6.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-07-28,5.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-08-04,5.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-08-18,6.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-08-25,7.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-09-01,6.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-09-08,6.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-09-15,9.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-09-22,6.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-09-29,7.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-10-06,11.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-10-13,11.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,2002.0,2002-10-20,16.0,5854.0,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,True,Emma McLaughlin and Nicola Kraus,Emma McLaughlin,Nicola Kraus,right_only
,,,,,,1979.0,1979-05-06,15.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-05-20,10.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-05-27,4.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-06-03,4.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-06-10,3.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-06-17,3.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-06-24,3.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-07-01,4.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-07-08,5.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-07-15,3.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-07-22,4.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-07-29,5.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-08-05,4.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-08-12,4.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-08-19,4.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-08-26,5.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-09-02,4.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-09-09,6.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-09-16,8.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-09-23,7.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-09-30,7.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-10-07,12.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-10-14,9.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-10-21,9.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-10-28,11.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-11-04,11.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-11-11,15.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-11-18,13.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-12-02,14.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-12-23,14.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1979.0,1979-12-30,15.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1980.0,1980-01-06,12.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1980.0,1980-01-13,12.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1980.0,1980-01-20,12.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1980.0,1980-02-03,14.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1980.0,1980-02-10,14.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1980.0,1980-02-17,10.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1980.0,1980-02-24,13.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1980.0,1980-03-02,13.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
,,,,,,1980.0,1980-03-09,14.0,6507.0,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,True,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,General Sir John Hackett,Other Top-ranking NATO Generals,right_only
